Pitcher,PitcherTeam,TaggedPitchType,Stuff+,RelSpeed,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,AdjustedVAA,AdjustedHAA
"Adelmann, Jonathan",BUC_BIS,Sinker,162,81.45432,6.36402,2.50993,5.80362,3.60221,-15.11662,-2.092436622879534,-3.5663560975959814
"Becker, Matthew",SOU_GAM,Sinker,162,90.415448,6.137522000000001,-1.0475386666666666,5.436283333333334,23.57511,-5.305706,0.6101917876052388,-0.3176234975975979
"Finn, Sean",UCO_HUS,Fastball,162,94.9776741509434,5.27037358490566,0.9383215094339623,5.399890943396226,18.193788301886794,13.264502075471697,1.1082092937633423,0.9439309715450726
"Nelson, Cameron",WAK_DEA,Fastball,162,92.06598621621622,4.402632297297297,-3.363060405405405,6.226773783783783,11.853917027027027,-14.672934189189188,1.3860538423927076,1.3839165195557812
"Evans, Andrew",KAN_WIL,Sinker,162,92.25948,7.01376,1.03145,5.16821,22.46513,3.35701,-0.011462199517845661,-0.2560908847741621
"Benton, Davis",UTM_SKY,Fastball,160,89.6210225,4.9060299999999994,2.2562425,5.313867500000001,19.285995,10.427642500000001,1.4002469381682698,-0.49350264777059705
"Schott, Tyler",DAL_PAT,Sinker,159,78.28776,4.58641,-2.92977,4.37869,5.99752,18.87997,-0.22241262287953312,3.768065771964856
"Watson, Will",SOU_TRO,Fastball,158,93.96680770083103,5.345056066481995,1.7510343490304707,5.870213850415512,19.028381828254847,13.01390836565097,1.026863581517133,0.10854395316813031
"Neighbors, Tyson",KAN_WIL,Fastball,157,95.19273741839763,6.200004540059347,1.1655440652818991,5.223987774480712,21.323600741839762,7.160672077151336,0.4364974413290802,0.21879829068139672
"Garris, Reed",CLE_TIG,Fastball,157,92.51782671755726,5.851524656488549,0.5842992748091603,5.963748167938931,21.665402442748093,5.739281106870229,0.6894247788716311,0.6801053678901094
"Zsak, Donovan",RUT_SCA,Fastball,156,93.17676602222222,5.880137022222222,-1.8228574666666666,6.3811418,20.66804368888889,-8.1339658,0.6054453257437286,0.340793541416428
"Foster, Elijah",SAC_PIO,Fastball,155,91.43126092307693,5.204512461538462,2.3036906153846153,7.160991846153847,18.697569230769233,7.408277384615385,1.1608730266552054,-1.0559086479629203
"Conklin, MacCallan",ILL_RED,Fastball,155,90.91993500000001,5.40445,2.437735,6.2646,20.493789999999997,6.144375,0.9165993410668969,-1.2959979333804632
"Spencer, Connor",OLE_REB,Fastball,155,94.18769089361703,6.1522344255319155,1.2975543829787233,6.378267617021277,19.28984829787234,-3.4750416170212763,0.26697193020340987,-0.9261150889608939
"Louck, Brady",FLO_SEM,Fastball,154,90.32074725868726,5.235549575289576,-3.088935482625483,5.851605366795368,18.328082123552125,-7.9806647876447885,0.8806074098248051,1.7294460827428928
"Hodgdon, Trent",USC_UPS,Fastball,154,93.70541136363637,5.461626944444444,1.8759659343434345,6.192564090909091,18.779935025252524,9.952436136363636,0.9100906270755997,-0.3226356467490667
"Keisel, Janzen",OKL_COW,Fastball,154,93.96973907142858,5.352384428571428,2.8265724999999997,5.655788928571428,18.261327285714284,12.200187571428572,0.9259975694566508,-1.1794015814584997
"Cranton, Hunter",KAN_JAY,Fastball,153,97.177277486911,5.623678429319372,1.7644440314136125,5.687724554973822,17.585979581151832,9.076866753926701,0.8879974786177179,-0.2109314183779592
"Rustad, Carter",MIZ_TIG,Sinker,153,79.48828,5.7053,3.2444,5.65609,5.10134,-6.2367,-1.4675087899214647,-3.7300910975959813
"Kimball, Roman",SOU_GAM,Fastball,153,91.77706156050955,4.965219681528662,1.028228152866242,6.09309,18.821377579617835,12.330016464968152,1.3369286289220317,0.8376766596170139
"Kelly, Riley",CAL_ANT,Fastball,153,92.4849992248062,6.3406265116279075,1.672432093023256,6.691996046511628,21.783313023255815,1.5300292248062015,0.1255976071706002,-0.876831649980137
"Mayers, Jacob",NIC_COL,Fastball,153,93.60394828947368,7.270807434210527,0.5950061842105263,5.808139868421053,23.91673065789474,2.867764671052632,-0.5683602680439798,0.4573680984745167
"Cijntje, Jurrangelo",MSU_BDG,Fastball,152,95.28935239197531,5.575163009259259,1.8134044598765433,6.034246836419753,18.176218179012345,10.013593935185185,0.8512904525107533,-0.3155522665757633
"Cranz, Robert",OKL_COW,Fastball,152,92.81739457671958,6.252407857142858,1.2532987566137566,5.546936031746032,21.945001216931217,3.645458835978836,0.2822393763335355,-0.21536766146945957
"Cooper, Trey",LIB_FLA,Fastball,151,92.28400159151194,5.408228196286472,-1.855899946949602,5.128767665782493,19.080034005305038,-12.10756076923077,0.9068867408868406,-0.03307417413614343
